time,grid_draw_kw,commercial_kw,pv_ac_kw,pv_curtail_kw
2025-11-04 19:30:00,87.04208000277377,87.04204656942785,0.0,1.9747104202212623e-05
2025-11-04 19:45:00,79.26625881257483,79.26624334741373,0.0,1.0941889774422755e-05
2025-11-04 20:00:00,83.31895867864029,83.31895978133338,0.0,3.08312213541921e-06
2025-11-04 20:15:00,84.05069663910713,84.05070365553516,0.0,0.0
2025-11-04 20:30:00,86.63052256630185,86.63052881631081,0.0,0.0
2025-11-04 20:45:00,80.03992364998427,80.03992901356818,0.0,0.0
2025-11-04 21:00:00,78.71422375632422,78.71422823558507,0.0,0.0
2025-11-04 21:15:00,79.29661064323558,79.29661433303833,0.0,0.0
2025-11-04 21:30:00,83.30165315691261,83.30165618002522,0.0,0.0
2025-11-04 21:45:00,81.36503488180455,81.36503720119393,0.0,0.0
2025-11-04 22:00:00,78.66502123183966,78.66502285025003,0.0,0.0
2025-11-04 22:15:00,81.70788545600547,81.70788662373681,0.0,0.0
2025-11-04 22:30:00,80.40060659244355,80.40060720395329,0.0,0.0
2025-11-04 22:45:00,82.97600272578318,82.97600294254295,0.0,0.0
2025-11-04 23:00:00,77.93803238992392,77.93803203371469,0.0,0.0
2025-11-04 23:15:00,79.04445480277188,79.0444525718783,0.0,6.89849082098789e-07
2025-11-04 23:30:00,78.84045570239793,78.84044867199866,0.0,2.5727102508359005e-06
2025-11-04 23:45:00,75.61956032594753,75.61954940388368,0.0,4.066227710653738e-06
